headline,category,date,link
The fifth fire,Technology,27-Dec-16,https://knappily.com/technology/the-fifth-fire/5861662a9458d10351ff2532
The best of Physics in 2016,Technology,26-Dec-16,https://knappily.com/technology/the-best-of-physics-in-2016/5860c4bc920743664d7a2f98
Cleaning up the junk in space,Technology,23-Dec-16,https://knappily.com/technology/cleaning-up-the-junk-in-space/585d6711e93a6504518d3bb7
The tools of Terrorist 2.0,Technology,19-Dec-16,https://knappily.com/technology/the-tools-of-terrorist-20/585804fe02236cd46ff0d38c
When the worst is not bad enough,Technology,17-Dec-16,https://knappily.com/technology/when-the-worst-is-not-bad-enough/585570ed2b8d50c532ae41ec
The spaceship that is a chip,Technology,13-Dec-16,https://knappily.com/technology/the-spaceship-that-is-a-chip/584f8be5e1adb9c706660cf8
"Science is Science, Trump is Trump",Technology,09-Dec-16,https://knappily.com/technology/science-is-science-trump-is-trump/584ac4da2b8d50c532ae4020
The price of an Enigma,Technology,08-Dec-16,https://knappily.com/technology/the-price-of-an-enigma/5849a5cd02236cd46ff0d127
The rise of router-killing botnets,Technology,04-Dec-16,https://knappily.com/technology/the-rise-of-router-killing-botnets/58438bb743585363242247ad
The periodic table has four new elements,Technology,03-Dec-16,https://knappily.com/technology/the-periodic-table-has-four-new-elements/5842566102236cd46ff0cfb7
Reliance Jio is winning the 4G war,Technology,01-Dec-16,https://knappily.com/technology/reliance-jio-is-winning-the-4g-war/58402fef02236cd46ff0cf58
The machine’s own language,Technology,30-Nov-16,https://knappily.com/technology/the-machines-own-language/583e4ba31cfe72070b2699ba
Surrounding the earth with internet,Technology,27-Nov-16,https://knappily.com/technology/surrounding-the-earth-with-internet/583a76a81cfe72070b269940
Cassini prepares for a death dive into Saturn,Technology,26-Nov-16,https://knappily.com/technology/cassini-prepares-for-a-death-dive-into-saturn/58391d0c58258fd81bbc0f77
India becomes associate member of CERN,Technology,24-Nov-16,https://knappily.com/technology/india-becomes-associate-member-of-cern/58369caa2b8d50c532ae3ce1
Chennai the destroyer of enemies,Technology,22-Nov-16,https://knappily.com/technology/chennai-the-destroyer-of-enemies/5833411c2b8d50c532ae3c22
Rustom takes off,Technology,19-Nov-16,https://knappily.com/technology/rustom-takes-off/5830986c58258fd81bbc0e38
Freeze. Wait. Reanimate.,Technology,19-Nov-16,https://knappily.com/technology/freeze-wait-reanimate/582fd17202236cd46ff0ccee
The magical leap of Mixed Reality,Technology,17-Nov-16,https://knappily.com/technology/the-magical-leap-of-mixed-reality/582d3bbe02236cd46ff0cc95
Real efforts needed against Fake News,Technology,17-Nov-16,https://knappily.com/technology/real-efforts-needed-against-fake-news/582ca6e32b8d50c532ae3b35
Science without funds,Technology,14-Nov-16,https://knappily.com/technology/science-without-funds/582978e702236cd46ff0cc3b
When Facebook killed two million users,Technology,12-Nov-16,https://knappily.com/technology/when-facebook-killed-two-million-users/58270f4c2b8d50c532ae3a52
The death of Schiaparelli lander,Technology,10-Nov-16,https://knappily.com/technology/the-death-of-schiaparelli-lander/582494e502236cd46ff0cbc2
The drug that can kill AIDS,Technology,10-Nov-16,https://knappily.com/technology/the-drug-that-can-kill-aids/5824245f58258fd81bbc0c95
The Greater Firewall of China,Technology,08-Nov-16,https://knappily.com/technology/the-greater-firewall-of-china/5821ee512b8d50c532ae3966
Delhi braces for virtual strip search,Technology,06-Nov-16,https://knappily.com/technology/delhi-braces-for-virtual-strip-search/581f2a8a3b9238c8471edf49
Microsoft moves to cut some slack,Technology,05-Nov-16,https://knappily.com/technology/microsoft-moves-to-cut-some-slack/581d81d12b8d50c532ae38d3
Superconductivity 2.0,Technology,04-Nov-16,https://knappily.com/technology/superconductivity-20/581caee22b8d50c532ae38ba
The fall of Vigilante,Technology,04-Nov-16,https://knappily.com/technology/the-fall-of-vigilante/581b918e02f74ae22a00f0b8
Cancer vs. Chemotherapy,Technology,02-Nov-16,https://knappily.com/technology/cancer-vs-chemotherapy/5819cb2d46f6b3133aac15aa
China shows off as J-20 takes off,Technology,01-Nov-16,https://knappily.com/technology/china-shows-off-as-j-20-takes-off/5818d2c83b9238c8471ede3f
WhatsApp warned by privacy watchdogs,Technology,31-Oct-16,https://knappily.com/technology/whatsapp-warned-by-privacy-watchdogs/5817088a46f6b3133aac1529
"One rocket, 83 launches",Technology,29-Oct-16,https://knappily.com/technology/one-rocket-83-launches/5814a70a02f74ae22a00ef9b
The rise of autonomous weapon systems,Technology,21-Oct-16,https://knappily.com/technology/the-rise-of-autonomous-weapon-systems/5809b3e9a4a0da615e7c9539
The roads that repair themselves,Technology,13-Oct-16,https://knappily.com/technology/the-roads-that-repair-themselves/57ff7fde3b9238c8471eda57
Immunotherapy drug offers hope to cancer patients,Technology,10-Oct-16,https://knappily.com/technology/immunotherapy-drug-offers-hope-to-cancer-patients/57fafc263b9238c8471ed976
Machines vs. jobs,Technology,07-Oct-16,https://knappily.com/technology/machines-vs-jobs/57f73655630d6b5d3f31c265
Samsung hires a potential Siri-killer,Technology,07-Oct-16,https://knappily.com/technology/samsung-hires-a-potential-siri-killer/57f6a661630d6b5d3f31c258
Molecular machine developers win chemistry Nobel,Technology,06-Oct-16,https://knappily.com/technology/molecular-machine-developers-win-chemistry-nobel/57f5d4302d3acc7004a36e51
Nobel Prize in Physics to three topologists,Technology,06-Oct-16,https://knappily.com/technology/nobel-prize-in-physics-to-three-topologists/57f562fb2c801175292becaa
A grand journey comes to an end,Technology,05-Oct-16,https://knappily.com/technology/a-grand-journey-comes-to-an-end/57f51722b4034e9476953728
Yoshinori Ohsumi wins Nobel Prize in Medicine,Technology,04-Oct-16,https://knappily.com/technology/yoshinori-ohsumi-wins-nobel-prize-in-medicine/57f2b8a4b4034e94769536b7
"Mom and Dad, and one more",Technology,02-Oct-16,https://knappily.com/technology/mom-and-dad-and-one-more/57f10f3db4034e9476953665
India uses its eyes in the sky,Technology,01-Oct-16,https://knappily.com/technology/india-uses-its-eyes-in-the-sky/57efacf2b4034e947695364d
Goodbye Rosetta,Technology,01-Oct-16,https://knappily.com/technology/goodbye-rosetta/57eebed101be39692caed4db
Mars or nothing,Technology,29-Sep-16,https://knappily.com/technology/mars-or-nothing/57ec7cf84acc1663047a151a
Get ready for Andromeda,Technology,28-Sep-16,https://knappily.com/technology/get-ready-for-andromeda/57eb6e612374ff761d30ea33
Allo world,Technology,23-Sep-16,https://knappily.com/technology/allo-world/57e433c365c8fab92eb4a3dd
Rafale to take off at last,Technology,22-Sep-16,https://knappily.com/technology/rafale-to-take-off-at-last/57e3e3bc2374ff761d30e8fe
Social Media meets Science,Technology,19-Sep-16,https://knappily.com/technology/social-media-meets-science/57dffe4d2500223d45122967
China has the best coders,Technology,12-Sep-16,https://knappily.com/technology/china-has-the-best-coders/57d61d5f3beaf2ad600143a2
Driving your license to the cloud,Technology,09-Sep-16,https://knappily.com/technology/driving-your-license-to-the-cloud/57d1bfa88658b87c1b65b200
The explosion that pushed SpaceX back,Technology,03-Sep-16,https://knappily.com/technology/the-explosion-that-pushed-spacex-back/57caa79d986210970576ac66
No stopping the raiders of Bitcoins,Technology,30-Aug-16,https://knappily.com/technology/no-stopping-the-raiders-of-bitcoins/57c48cbf53feb05a72a18367
Mars is the new Moon,Technology,28-Aug-16,https://knappily.com/technology/mars-is-the-new-moon/57c298536bee697e126aec9c
Earth 2.0 closer than previously thought,Technology,20-Aug-16,https://knappily.com/technology/earth-20-closer-than-previously-thought/57b7b541464f765520f35b2c
The fifth force rises,Technology,19-Aug-16,https://knappily.com/technology/the-fifth-force-rises/57b6d0f2bbe539361299b3ef
"Abolishing ageing, defeating death",Technology,18-Aug-16,https://knappily.com/technology/abolishing-ageing-defeating-death/57b5cb1c06750bc05b1153de
The star that keeps getting more mysterious,Technology,16-Aug-16,https://knappily.com/technology/the-star-that-keeps-getting-more-mysterious/57b210a5bbe539361299b38f
"Pokemon Go is a bad, bad game",Technology,11-Aug-16,https://knappily.com/technology/pokemon-go-is-a-bad-bad-game/57ac1e42e659462f6a8f21d2
R.I.P. Yahoo Messenger,Technology,07-Aug-16,https://knappily.com/technology/rip-yahoo-messenger/57a72a28c551bdcd2478ff6c
The Rabbit that wanted the moon,Technology,05-Aug-16,https://knappily.com/technology/the-rabbit-that-wanted-the-moon/57a4180b41fee4044a5ed697
Dolly’s sisters,Technology,02-Aug-16,https://knappily.com/technology/dollys-sisters/57a0849da52b2b1d2151dea3
The first farmers,Technology,30-Jul-16,https://knappily.com/technology/the-first-farmers/579ced0306479dfe1556d3fc
Your friendly neighbourhood hackers,Technology,28-Jul-16,https://knappily.com/technology/your-friendly-neighbourhood-hackers/579a00164cd155c1249dc029
Meet your maker,Technology,28-Jul-16,https://knappily.com/technology/meet-your-maker/5799647fb3f36ac2222ff433
India’s satellite hunters,Technology,17-Jul-16,https://knappily.com/technology/indias-satellite-hunters/578b2cc38d602e556d575eb2
USA connects to 5G,Technology,17-Jul-16,https://knappily.com/technology/usa-connects-to-5g/578ae7e047cca5e45d8c7b23
"Three blind mice, one great experiment",Technology,16-Jul-16,https://knappily.com/technology/three-blind-mice-one-great-experiment/5789c146f6f71889313d4fd7
What's in a game?,Technology,14-Jul-16,https://knappily.com/technology/whats-in-a-game/578727962bf01d8e52ec045c
Is Hyperloop finally feasible?,Technology,08-Jul-16,https://knappily.com/technology/is-hyperloop-finally-feasible/577f225a492a37513c94c37b
"Venus, thy eternal sway",Technology,07-Jul-16,https://knappily.com/technology/venus-thy-eternal-sway/577d619e969776b82502d039
Beyond the hype,Technology,06-Jul-16,https://knappily.com/technology/beyond-the-hype/577d258084b0da2a19cdaf0a
Juno enters Jupiter’s orbit,Technology,05-Jul-16,https://knappily.com/technology/juno-enters-jupiters-orbit/577b516b60c829fe6b4d8f6b
N for Nougat.,Technology,04-Jul-16,https://knappily.com/technology/n-for-nougat/577972ce0daaffc20f1580e3
"Tejas, Made in India",Technology,02-Jul-16,https://knappily.com/technology/tejas-made-in-india/577793885252fe2b0e2ad3ac
Just how safe is an autonomous car?,Technology,02-Jul-16,https://knappily.com/technology/just-how-safe-is-an-autonomous-car/577731425252fe2b0e2ad393
Synthetic Universe tracks the source of gravitational waves,Technology,01-Jul-16,https://knappily.com/technology/synthetic-universe-tracks-the-source-of-gravitational-waves/5776368c84b0da2a19cdade3
Game-changing helium deposits found in Tanzania,Technology,30-Jun-16,https://knappily.com/technology/game-changing-helium-deposits-found-in-tanzania/5774362c84b0da2a19cdad91
Germany bans fracking,Technology,27-Jun-16,https://knappily.com/technology/germany-bans-fracking/5770efa7a8caaf791fbe34a7
ISRO and the art of launching satellites,Technology,24-Jun-16,https://knappily.com/technology/isro-and-the-art-of-launching-satellites/576cc8686002ee1f34f7b765
Gene editing gets CRISPR,Technology,23-Jun-16,https://knappily.com/technology/gene-editing-gets-crispr/576ba52b8a22446a4d6933e3
China: the supercomputing powerhouse,Technology,22-Jun-16,https://knappily.com/technology/china-the-supercomputing-powerhouse/576a12f9f32684aa40a3c45a
Universe expanding faster than expected,Technology,20-Jun-16,https://knappily.com/technology/universe-expanding-faster-than-expected/5767d973959ab8ee62e85c85
Government to use satellites to track illegal mining,Technology,13-Jun-16,https://knappily.com/technology/government-to-use-satellites-to-track-illegal-mining/575efabf8a22446a4d69326e
The ‘Big Red Button’ for AI,Technology,13-Jun-16,https://knappily.com/technology/the-big-red-button-for-ai/575eb68a959ab8ee62e85b3d
Gujarat seeks second UMPP,Technology,13-Jun-16,https://knappily.com/technology/gujarat-seeks-second-umpp/575e740a8a22446a4d693254
Google cannot view the streets of India,Technology,12-Jun-16,https://knappily.com/technology/google-cannot-view-the-streets-of-india/575d3d30959ab8ee62e85b16
IMD considering a new model for forecasting,Technology,10-Jun-16,https://knappily.com/technology/imd-considering-a-new-model-for-forecasting/575a52df959ab8ee62e85ab8
The Hague Code and India’s missiles,Technology,07-Jun-16,https://knappily.com/technology/the-hague-code-and-indias-missiles/5756aa7ba840999505042608
Jeff Bezos doesn’t want a Plan B for Earth,Technology,05-Jun-16,https://knappily.com/technology/jeff-bezos-doesnt-want-a-plan-b-for-earth/5753bf3f8a22446a4d69310b
OnePlus 3: not by invitation only,Technology,04-Jun-16,https://knappily.com/technology/oneplus-3-not-by-invitation-only/57525ec523ec79fd2db89642
Cybersecurity: India needs a method to the madness,Technology,01-Jun-16,https://knappily.com/technology/cybersecurity-india-needs-a-method-to-the-madness/574ecbd291f7964c7fb99022
Of IP and Innovation: India's new IPR policy,Technology,27-May-16,https://knappily.com/technology/of-ip-and-innovation-indias-new-ipr-policy/5747d359db0deff80f3745d8
India’s supercomputing mission on track,Technology,26-May-16,https://knappily.com/technology/indias-supercomputing-mission-on-track/5746c47f23ec79fd2db894d0
ISRO launches ‘Swadeshi’ Space Shuttle,Technology,24-May-16,https://knappily.com/technology/isro-launches-swadeshi-space-shuttle/574353448a22446a4d692ec4
I/O 2016: When Google played catch-up,Technology,23-May-16,https://knappily.com/technology/io-2016-when-google-played-catch-up/574308b38a22446a4d692eab
Monsoons: delayed or not?,Technology,23-May-16,https://knappily.com/technology/monsoons-delayed-or-not/5742a2eddb0deff80f3744e7
First Tejas Squadron coming up soon,Technology,17-May-16,https://knappily.com/technology/first-tejas-squadron-coming-up-soon/573b3ef91ec450ac6c127eb8
Enter Medical Marijuana,Technology,16-May-16,https://knappily.com/technology/enter-medical-marijuana/573955e51ec450ac6c127e7c
Facebook wins against 'face book' in China,Technology,09-May-16,https://knappily.com/technology/facebook-wins-against-face-book-in-china/5730d42a895b62276fbf032f
Rajasthan finds its first geothermal well,Technology,06-May-16,https://knappily.com/technology/rajasthan-finds-its-first-geothermal-well/572cdb96e0c026fb2af96501
Kalvari sea trials begin,Technology,03-May-16,https://knappily.com/technology/kalvari-sea-trials-begin/57289f70e0c026fb2af964c0
Laser technology unveils the mystery of Angkor Wat,Technology,03-May-16,https://knappily.com/technology/laser-technology-unveils-the-mystery-of-angkor-wat/57280f261633a40e3b644f6f
India and Israel explore new agricultural frontiers,Technology,02-May-16,https://knappily.com/technology/india-and-israel-explore-new-agricultural-frontiers/57273ed3e0c026fb2af96499
Facebook claims 50 minutes of yours everyday!,Technology,30-Apr-16,https://knappily.com/technology/facebook-claims-50-minutes-of-yours-everyday/5724372d22eb575c2ea22421
NAVIC – the desi GPS is ready,Technology,29-Apr-16,https://knappily.com/technology/navic-the-desi-gps-is-ready/5722fe6901a1f226139a50e5
Can Elizabeth reverse ageing?,Technology,28-Apr-16,https://knappily.com/technology/can-elizabeth-reverse-ageing/572172babb757a4578ed7cf4
SI2: “Pacific is done”,Technology,27-Apr-16,https://knappily.com/technology/si2-pacific-is-done/5720537fa0674e156b7333cf
CERN releases huge data for public access,Technology,26-Apr-16,https://knappily.com/technology/cern-releases-huge-data-for-public-access/571f61de761571fc39de613f
Flipping back to the ‘Flip Phone’,Technology,23-Apr-16,https://knappily.com/technology/flipping-back-to-the-flip-phone/571ae38c959e872e337b81df
Lost and Found: Wright Brothers' patent,Technology,22-Apr-16,https://knappily.com/technology/lost-and-found-wright-brothers-patent/5719980408d40be86577ee42
Can the bullet train be viable for India?,Technology,19-Apr-16,https://knappily.com/technology/can-the-bullet-train-be-viable-for-india/57166f2985161c617feb0d57
The humanoids are here,Technology,19-Apr-16,https://knappily.com/technology/the-humanoids-are-here/5715bdaab0e67b977f027d2b
The (new) Tree of Life,Technology,17-Apr-16,https://knappily.com/technology/the-new-tree-of-life/571310b7a8ee1cd46f25120e
Launching a thousand starchips,Technology,16-Apr-16,https://knappily.com/technology/launching-a-thousand-starchips/5711a3627db4d818682d2638
The end of Moore’s Law,Technology,12-Apr-16,https://knappily.com/technology/the-end-of-moores-law/570d0f0789f3d8d17f9d30a1
Quantum Computing – from bits to qubits,Technology,11-Apr-16,https://knappily.com/technology/quantum-computing-from-bits-to-qubits/570b99c3a08f5a90230d9e82
Can India be a 100% EV nation?,Technology,08-Apr-16,https://knappily.com/technology/can-india-be-a-100-ev-nation/570758649ac315360291fbee
The last Lumia,Technology,08-Apr-16,https://knappily.com/technology/the-last-lumia/5707148ed20cd2ef0e28eb99
Reverse Photosynthesis has huge potential,Technology,07-Apr-16,https://knappily.com/technology/reverse-photosynthesis-has-huge-potential/570688f42095384035f6349f
WhatsApp reignites the encryption debate,Technology,07-Apr-16,https://knappily.com/technology/whatsapp-reignites-the-encryption-debate/5706743b557d8f3f351daf89
"Chandrayaan II to be indigenous, almost",Technology,07-Apr-16,https://knappily.com/technology/chandrayaan-ii-to-be-indigenous-almost/5705c4582095384035f6347b
Wind Energy may go out of wind,Technology,05-Apr-16,https://knappily.com/technology/wind-energy-may-go-out-of-wind/57035faf2095384035f63461
Space tourism not far away,Technology,04-Apr-16,https://knappily.com/technology/space-tourism-not-far-away/57025e92d14248dd5ccc1ee8
Are bots the new apps?,Technology,03-Apr-16,https://knappily.com/technology/are-bots-the-new-apps/5701236bd14248dd5ccc1ed0
Tesla Model 3: changing the game,Technology,03-Apr-16,https://knappily.com/technology/tesla-model-3-changing-the-game/5700b2c530b695de5c34475d
Agricultural Mechanization: the need of the hour,Technology,28-Mar-16,https://knappily.com/technology/agricultural-mechanization-the-need-of-the-hour/56f88fa6d172920f4a38f063
Autonomous Nano: India’s first Driverless Car,Technology,24-Mar-16,https://knappily.com/technology/autonomous-nano-indias-first-driverless-car/56f38daed172920f4a38f00b
Apple launches its cheapest smartphone ever,Technology,22-Mar-16,https://knappily.com/technology/apple-launches-its-cheapest-smartphone-ever/56f1569c6154a7504ebddf8a
The Woz and the Watch,Technology,20-Mar-16,https://knappily.com/technology/the-woz-and-the-watch/56ee427d46476cec64d39b04
Royal Enfield “Himalayan”,Technology,18-Mar-16,https://knappily.com/technology/royal-enfield-himalayan/56ebc18fd997887a3caeab47
Xiaomi eyes a bigger Indian pie,Technology,16-Mar-16,https://knappily.com/technology/xiaomi-eyes-a-bigger-indian-pie/56e91de6a3a1a163530e48ea
"Machine - 4, Humans - 1",Technology,15-Mar-16,https://knappily.com/technology/machine-4-humans-1/56e7efa3a3a1a163530e48b8
What’s app India?,Technology,15-Mar-16,https://knappily.com/technology/whats-app-india/56e7a77aa3a1a163530e48ab
Telcos blame consumers for call drops,Technology,13-Mar-16,https://knappily.com/technology/telcos-blame-consumers-for-call-drops/56e53d1daeb654b93fb7b050
ISRO making India proud with 'Desi-GPS',Technology,11-Mar-16,https://knappily.com/technology/isro-making-india-proud-with-desi-gps/56e2258d03cbad6e7c4bb7ce
Apple can be hacked,Technology,10-Mar-16,https://knappily.com/technology/apple-can-be-hacked/56e0db8fcf9e997f611e94bb
NASA’s Alien Megastructure Mystery,Technology,08-Mar-16,https://knappily.com/technology/nasas-alien-megastructure-mystery/56de9cbf4f5978935d82352f
Jeep is 75 years young now,Technology,04-Mar-16,https://knappily.com/technology/jeep-is-75-years-young-now/56d889bd4f5978935d8234aa
China goes for the Dark Side of the Moon,Technology,27-Feb-16,https://knappily.com/technology/china-goes-for-the-dark-side-of-the-moon/56d1e424cf9e997f611e92f5
"Reaching Mars, in three days!",Technology,25-Feb-16,https://knappily.com/technology/reaching-mars-in-three-days/56ce737f7dd5eac835488393
GM Crops: Aye or nay?,Technology,25-Feb-16,https://knappily.com/technology/gm-crops-aye-or-nay/56ce58ce9e98b42402b0b0d4
Can ageing be reversed?,Technology,24-Feb-16,https://knappily.com/technology/can-ageing-be-reversed/56cdc70fcf9e997f611e924c
Arihant is ready for action,Technology,24-Feb-16,https://knappily.com/technology/arihant-is-ready-for-action/56cdac827dd5eac83548836f
Towards digital literacy,Technology,24-Feb-16,https://knappily.com/technology/towards-digital-literacy/56cd20059e98b42402b0b0a5
e-agri platform to be launched,Technology,23-Feb-16,https://knappily.com/technology/e-agri-platform-to-be-launched/56cbd3cf7dd5eac83548833e
Revisiting India’s three-stage Nuclear Program,Technology,22-Feb-16,https://knappily.com/technology/revisiting-indias-three-stage-nuclear-program/56caa50abbe1fc1f0e56bfb3
Freedom 251: a saviour or a predator?,Technology,18-Feb-16,https://knappily.com/technology/freedom-251-a-saviour-or-a-predator/56c58d479e629f047aa6fb37
Frankenstein is reborn,Technology,17-Feb-16,https://knappily.com/technology/frankenstein-is-reborn/56c459048301811c3f3a785a
Plan to privatize PSLV operations,Technology,16-Feb-16,https://knappily.com/technology/plan-to-privatize-pslv-operations/56c2f3628301811c3f3a781d
Fiddling with light,Technology,14-Feb-16,https://knappily.com/technology/fiddling-with-light/56c03fe4b708b20368c682f9
"Gravitational waves found, finally",Technology,14-Feb-16,https://knappily.com/technology/gravitational-waves-found-finally/56c00f37b708b20368c682e2
Humans about to score ‘lethal own goal’?,Technology,14-Feb-16,https://knappily.com/technology/humans-about-to-score-lethal-own-goal/56bff9469e629f047aa6fa53
Big Data: Just how big is it?,Technology,11-Feb-16,https://knappily.com/technology/big-data-just-how-big-is-it/56bbfb299e629f047aa6f9b1
Aditya to be launched in 2019–20,Technology,10-Feb-16,https://knappily.com/technology/aditya-to-be-launched-in-201920/56bb389c9e629f047aa6f9a4
ISRO goes electric,Technology,09-Feb-16,https://knappily.com/technology/isro-goes-electric/56b9fc408301811c3f3a76b6
India to Facebook: No thanks!,Technology,09-Feb-16,https://knappily.com/technology/india-to-facebook-no-thanks/56b952942f46d3fd509e1c7a
First Artificial Graphene Created,Technology,08-Feb-16,https://knappily.com/technology/first-artificial-graphene-created/56b884637d59b780754714dd
Germany activates nuclear fusion device,Technology,05-Feb-16,https://knappily.com/technology/germany-activates-nuclear-fusion-device/56b4ab7a33e7d6316bb33100
Scientists achieve a breakthrough in Schizophrenia,Technology,05-Feb-16,https://knappily.com/technology/scientists-achieve-a-breakthrough-in-schizophrenia/56b4a529870c68326bd30238
Yahoo reaching the end of road?,Technology,04-Feb-16,https://knappily.com/technology/yahoo-reaching-the-end-of-road/56b372282c0960ce5c2664ad
"Blackberry to focus on ""power users""",Technology,04-Feb-16,https://knappily.com/technology/blackberry-to-focus-on-power-users/56b2617d2c0960ce5c2663d6
Akash: India’s firepower in the skies,Technology,02-Feb-16,https://knappily.com/technology/akash-indias-firepower-in-the-skies/56b020692c0960ce5c2662f2
New Electronic Voting Machines for old,Technology,28-Jan-16,https://knappily.com/technology/new-electronic-voting-machines-for-old/56aa258de42f76aa65f03118
135 million-year old dinosaur fossil found,Technology,28-Jan-16,https://knappily.com/technology/135-million-year-old-dinosaur-fossil-found/56a9b555010882976dbd0290
"Planet 9 found, but not seen yet",Technology,22-Jan-16,https://knappily.com/technology/planet-9-found-but-not-seen-yet/56a1a10686fafaf2247fb0a1
TRAI takes on Facebook,Technology,22-Jan-16,https://knappily.com/technology/trai-takes-on-facebook/56a19f0a01ff60ff0d9afea8
Farewell to India’s INS Viraat,Technology,21-Jan-16,https://knappily.com/technology/farewell-to-indias-ins-viraat/56a11a1786fafaf2247fb088
Blooming Zinnia – a giant leap in zero gravity gardening!,Technology,21-Jan-16,https://knappily.com/technology/blooming-zinnia-a-giant-leap-in-zero-gravity-gardening/56a0a154f3f202fe0d3c4262
Internet users count may reach 50 crore,Technology,19-Jan-16,https://knappily.com/technology/internet-users-count-may-reach-50-crore/569e235af3f202fe0d3c41b2
Manjul Bhargava - the musical mathematician,Technology,13-Jan-16,https://knappily.com/technology/manjul-bhargava-the-musical-mathematician/569602ac8212ab3205eac214
“.cn” is world’s largest domain,Technology,13-Jan-16,https://knappily.com/technology/cn-is-worlds-largest-domain/5695c3e04213503105e045aa
Annual solar power capacity to quadruple next fiscal year,Technology,12-Jan-16,https://knappily.com/technology/annual-solar-power-capacity-to-quadruple-next-fiscal-year/5694f91e8212ab3205eac191
Coronavirus has exposed India’s digital divide in education,Society,31-Oct-20,https://knappily.com/society/coronavirus-has-exposed-indias-digital-divide-in-education-209
Manual scavenging: India must now end the evil,Society,29-Oct-20,https://knappily.com/society/manual-scavenging-india-must-now-end-the-evil-292
"France targets ‘radical Islam’, faces Muslim backlash",Society,27-Oct-20,https://knappily.com/society/french-targets-radical-islam-faces-muslim-backlash-842
The Indus Valley Tech continues to amaze us,Society,26-Oct-20,https://knappily.com/society/the-indus-valley-tech-continues-to-amaze-us-719
Digital Inequality and the Coronavirus,Society,16-Oct-20,https://knappily.com/society/digital-inequality-and-the-coronavirus-957
Women political leaders don’t exist in China,Society,11-Oct-20,https://knappily.com/society/women-political-leaders-dont-exist-in-china-273
World Food Program wins Nobel Peace Prize 2020,Society,09-Oct-20,https://knappily.com/society/world-food-program-wins-nobel-peace-prize-2020-437
Coronavirus: making the poor poorer,Society,08-Oct-20,https://knappily.com/society/coronavirus-has-made-the-world-poor-again-699
Facebook bans conspiracy group QAnon,Society,07-Oct-20,https://knappily.com/society/facebook-bans-conspiracy-group-qanon-370
Japan fears ‘suicide contagion’ after celebrity suicides,Society,01-Oct-20,https://knappily.com/society/japan-fears-suicide-contagion-after-celebrity-suicides-248
India's contribution to the world: a big ZERO,Society,20-Sep-20,https://knappily.com/society/indias-contribution-to-the-world-a-big-zero-316
India’s weird relationship with weed,Society,18-Sep-20,https://knappily.com/society/indias-weird-relationship-with-weed-763
Pakistan rises against ‘rape culture’,Society,15-Sep-20,https://knappily.com/society/pakistan-rises-against-rape-culture-618
Someone is mutilating horses in France,Society,07-Sep-20,https://knappily.com/society/someone-is-mutilating-horses-in-france-957
US Election: The Russians are back on Facebook,Society,02-Sep-20,https://knappily.com/society/us-election-the-russians-are-back-on-facebook-110
The second wave of layoffs is coming,Society,31-Aug-20,https://knappily.com/society/the-second-wave-of-layoffs-is-coming-788
Where was the Buddha born?,Society,10-Aug-20,https://knappily.com/society/where-was-the-buddha-born-244
Windrush Generation: Gone with the wind,Society,31-Jul-20,https://knappily.com/society/windrush-generation-gone-with-the-wind-538
The virus is killing the economy,Society,29-Jul-20,https://knappily.com/society/the-virus-is-killing-the-economy-742
Hagia Sophia: the museum that became a mosque,Society,13-Jul-20,https://knappily.com/society/hagia-sophia-the-museum-that-became-a-mosque-780
"India: record coronavirus spikes, limited options",Society,25-Jun-20,https://knappily.com/society/india-record-coronavirus-spikes-limited-options-772
Austria moves to ‘neutralise’ Hitler’s house,Society,05-Jun-20,https://knappily.com/society/austria-moves-to-neutralise-hitlers-house-724
Jacinda Ardern promotes the four-day working week,Society,22-May-20,https://knappily.com/society/jacinda-ardern-promotes-the-four-day-working-week-818
Pompeii: the glory and tragedy of ancient Rome,Society,14-May-20,https://knappily.com/society/pompeii-the-glory-and-tragedy-of-ancient-rome-495
"Indian migrant: On the train, and under it",Society,08-May-20,https://knappily.com/society/indian-migrant-on-the-train-and-under-it-651
Coronavirus: Can you verify if this is true?,Society,11-Apr-20,https://knappily.com/society/coronavirus-can-you-verify-if-this-is-true-858
Coronavirus: the war for masks has begun,Society,04-Apr-20,https://knappily.com/society/coronavirus-the-war-for-masks-has-begun-713
Coronavirus: Italians have stopped singing,Society,01-Apr-20,https://knappily.com/society/coronavirus-italians-have-stopped-singing-290
Coronavirus: But the migrant must walk,Society,28-Mar-20,https://knappily.com/society/coronavirus-but-the-migrant-must-walk-946
Because Indian police will be Indian police,Society,26-Mar-20,https://knappily.com/society/because-indian-police-will-be-indian-police-808
Nirbhaya: Justice has been done,Society,20-Mar-20,https://knappily.com/society/nirbhaya-justice-has-been-done-402
Death to the Sagamihara stabber,Society,16-Mar-20,https://knappily.com/society/death-to-the-sagamihara-stabber-918
The viral case for Universal Basic Income,Society,15-Mar-20,https://knappily.com/society/the-viral-case-for-universal-basic-income-551
Namaste goes viral,Society,14-Mar-20,https://knappily.com/society/namaste-goes-viral-198
France offers asylum to Asia Bibi,Society,01-Mar-20,https://knappily.com/society/france-offers-asylum-to-asia-bibi-175
Religion is the gunpowder of masses,Society,28-Feb-20,https://knappily.com/society/religion-is-the-gunpowder-of-leaders-662
Punjab is still flying,Society,20-Feb-20,https://knappily.com/society/punjab-is-still-flying-522
